species	read_count_below_10	RPMM_below_300
1_CP007588_1_Weissella_ceti_strain_WS08__complete_genome_BAC	yes	yes
1_CP007619_1_Bacteroides_dorei_isolate_HS1_L_1_B_010__complete_genome_BAC	yes	yes
1_CP010855_1_Marinovum_algicola_DG_898__complete_genome_BAC	yes	yes
1_CP010897_2_Pandoraea_vervacti_strain_NS15__complete_genome_BAC	yes	yes
1_CP006877_1_Rhizobium_gallicum_bv__gallicum_R602__complete_genome_BAC	yes	yes
1_CP012024_1_Bacillus_smithii_strain_DSM_4216__complete_genome_BAC	yes	yes
1_CP012328_1_Spiroplasma_turonicum_strain_Tab4c__complete_genome_BAC	yes	yes
1_CP012331_1_Alcanivorax_xenomutans_strain_P40__complete_genome_BAC	yes	yes
1_CP012332_1_Vulgatibacter_incomptus_strain_DSM_27710__complete_genome_BAC	yes	yes
1_CP012333_1_Labilithrix_luteola_strain_DSM_27648__complete_genome_BAC	yes	yes
1_CP012357_1_Spiroplasma_litorale_strain_TN_1__complete_genome_BAC	yes	yes
1_CP012358_1_Oblitimonas_alkaliphila_strain_B4199_chromosome__complete_genome_BAC	yes	yes
1_CP012371_1_Nitrosospira_briensis_C_128__complete_genome_BAC	yes	yes
1_CP012373_1_Beggiatoa_leptomitoformis_strain_D_402_chromosome__complete_genome_BAC	yes	yes
1_CP012382_1_Streptomyces_ambofaciens_ATCC_23877__complete_genome_BAC	yes	yes
1_CP012390_1_Lawsonella_clevelandensis_strain_X1698_chromosome__complete_genome_BAC	yes	yes
1_CP012401_1_Azospirillum_thiophilum_strain_BV_S_chromosome_1__complete_sequence_BAC	yes	yes
1_CP012418_1_Kangiella_sediminilitoris_strain_KCTC_23892__complete_genome_BAC	yes	yes
1_CP012505_1_Francisella_persica_ATCC_VR_331__complete_genome_BAC	yes	yes
1_CP012507_1_Kocuria_palustris_strain_MU14_1__complete_genome_BAC	yes	yes
1_CP012546_1_Campylobacter_pinnipediorum_subsp__pinnipediorum__complete_genome_BAC	yes	yes
1_CP012559_1_Lactobacillus_heilongjiangensis_strain_DSM_28069__complete_genome_BAC	yes	yes
1_CP012622_1_Spiroplasma_cantharicola_strain_CC_1__complete_genome_BAC	yes	yes
1_CP012269_1_Pediococcus_damnosus_strain_TMW_2_1532_chromosome__complete_genome_BAC	yes	yes
1_CP012268_1_Cronobacter_muytjensii_ATCC_51329__complete_genome_BAC	yes	yes
1_CP012252_1_Klebsiella_quasipneumoniae_strain_HKUOPLA__complete_genome_BAC	yes	yes
1_CP012150_1_Mycobacterium_goodii_strain_X7B__complete_genome_BAC	yes	yes
1_CP012040_1_Cyclobacterium_amurskyense_strain_KCTC_12363__complete_genome_BAC	yes	yes
1_CP012068_1_Eubacterium_sulci_ATCC_35585__complete_genome_BAC	yes	yes
1_CP012072_1_Actinomyces_meyeri_strain_W712__complete_genome_BAC	yes	yes
1_CP012074_1_Prevotella_fusca_JCM_17724_strain_W1435_chromosome_1__complete_sequence_BAC	yes	yes
1_CP012098_1_Anaerostipes_hadrus_strain_BPB5__complete_genome_BAC	yes	yes
1_CP012109_1_Myxococcus_hansupus_strain_mixupus__complete_genome_BAC	yes	yes
1_CP012117_1_Dermabacter_vaginalis_strain_AD1_86__complete_genome_BAC	yes	yes
1_CP012152_1_Anoxybacillus_gonensis_strain_G2__complete_genome_BAC	yes	yes
1_CP012199_1_Sphingopyxis_granuli_strain_TFA__complete_genome_BAC	yes	yes
1_CP012154_1_Wenzhouxiangella_marina_strain_KCTC_42284__complete_genome_BAC	yes	yes
1_CP012155_1_Bacteroidetes_bacterium_UKL13_3__complete_genome_BAC	yes	yes
1_CP012156_1_Hyphomonadaceae_bacterium_UKL13_1__complete_genome_BAC	yes	yes
1_CP012157_1_Betaproteobacteria_bacterium_UKL13_2__complete_genome_BAC	yes	yes
1_CP012160_1_Octadecabacter_temperatus_strain_SB1__complete_genome_BAC	yes	yes
1_CP012195_1_Campylobacter_ureolyticus_RIGS_9880__complete_genome_BAC	yes	yes
1_CP012196_1_Campylobacter_gracilis_strain_ATCC_33236__complete_genome_BAC	yes	yes
1_CP012643_1_Rufibacter_tibetensis_strain_1351__complete_genome_BAC	yes	yes
1_CP012661_1_Defluviimonas_alba_strain_cai42_chromosome__complete_genome_BAC	yes	yes
1_CP012669_1_Altererythrobacter_epoxidivorans_strain_CGMCC_1_7731__complete_genome_BAC	yes	yes
1_CP013195_1_Prevotella_enoeca_strain_F0113__complete_genome_BAC	yes	yes
1_CP013106_1_Halomonas_huangheensis_strain_BJGMM_B45__complete_genome_BAC	yes	yes
1_CP013118_1_Salinivirga_cyanobacteriivorans_strain_L21_Spi_D4_chromosome__complete_genome_BAC	yes	yes
1_CP013119_1_Alcaligenes_faecalis_strain_ZD02__complete_genome_BAC	yes	yes
1_CP013120_1_Alteromonas_stellipolaris_LMG_21856__complete_genome_BAC	yes	yes
1_CP013130_1_Lactobacillus_paraplantarum_strain_L_ZS9__complete_genome_BAC	yes	yes
1_CP013187_1_Pseudoalteromonas_phenolica_strain_KCTC_12086_chromosome_I__complete_sequence_BAC	yes	yes
1_CP013189_1_Pseudohongiella_spirulinae_strain_KCTC_32221__complete_genome_BAC	yes	yes
1_CP013197_1_Spiroplasma_citri_strain_R8_A2_chromosome__complete_genome_BAC	yes	yes
1_CP013068_1_Pannonibacter_phragmitetus_strain_31801__complete_genome_BAC	yes	yes
1_CP013213_1_Erysipelothrix_larvae_strain_LV19_chromosome__complete_genome_BAC	yes	yes
1_CP013234_1_Collimonas_pratensis_strain_Ter91__complete_genome_BAC	yes	yes
1_CP013244_1_Caulobacteraceae_bacterium_OTSz_A_272_chromosome__complete_genome_BAC	yes	yes
1_CP013252_1_Clostridium_butyricum_strain_KNU_L09_chromosome_1__complete_sequence_BAC	yes	yes
1_CP013254_1_Kocuria_flava_strain_HO_9041__complete_genome_BAC	yes	yes
1_CP013264_1_Sphingobium_baderi_strain_DE_13__complete_genome_BAC	yes	yes
1_CP013290_1_Janibacter_indicus_strain_YFY001__complete_genome_BAC	yes	yes
1_CP013070_1_Sphingobium_indicum_B90A__complete_genome_BAC	yes	yes
1_CP013067_1_Aeromonas_schubertii_strain_WL1483__complete_genome_BAC	yes	yes
1_CP012677_1_Arthrobacter_alpinus_strain_R3_8__complete_genome_BAC	yes	yes
1_CP012885_2_Mycobacterium_chimaera_strain_AH16_chromosome__complete_genome_BAC	yes	yes
1_CP012678_1_Psychrobacter_urativorans_strain_R10_10B__complete_genome_BAC	yes	yes
1_CP012700_1_Sphingopyxis_macrogoltabida_strain_EY_1__complete_genome_BAC	yes	yes
1_CP012746_1_Paraburkholderia_caribensis_MBA4_chromosome_1__complete_sequence_BAC	yes	yes
1_CP012750_1_Glutamicibacter_halophytocola_strain_KLBMP_5180_chromosome__complete_genome_BAC	yes	yes
1_CP012752_1_Kibdelosporangium_phytohabitans_strain_KLBMP1111__complete_genome_BAC	yes	yes
1_CP012801_1_Bacteroides_cellulosilyticus_strain_WH2__complete_genome_BAC	yes	yes
1_CP012808_1_Acinetobacter_equi_strain_114__complete_genome_BAC	yes	yes
1_CP012898_1_Algibacter_alginicilyticus_strain_HZ22_chromosome__complete_genome_BAC	yes	yes
1_CP013051_1_Sinorhizobium_americanum_CCGM7__complete_genome_BAC	yes	yes
1_CP012900_1_Stenotrophomonas_acidaminiphila_strain_ZAC14D2_NAIMI4_2__complete_genome_BAC	yes	yes
1_CP012920_1_Lactobacillus_kunkeei_strain_MP2__complete_genome_BAC	yes	yes
1_CP012938_1_Bacteroides_ovatus_strain_ATCC_8483__complete_genome_BAC	yes	yes
1_CP012946_1_Blastochloris_viridis_strain_ATCC_19567__complete_genome_BAC	yes	yes
1_CP013002_1_Caulobacter_henricii_strain_CB4__complete_genome_BAC	yes	yes
1_CP013021_1_Agarivorans_gilvus_strain_WH0801__complete_genome_BAC	yes	yes
1_CP013023_1_Paenibacillus_bovis_strain_BD3526__complete_genome_BAC	yes	yes
1_CP012034_1_Lactobacillus_ginsenosidimutans_strain_EMML_3041__complete_genome_BAC	yes	yes
1_CP012023_1_Celeribacter_marinus_strain_IMCC_12053__complete_genome_BAC	yes	yes
1_CP010899_1_Spiroplasma_kunkelii_CR2_3x__complete_genome_BAC	yes	yes
1_CP011974_1_Bacillus_filamentosus_strain_Hbe603__complete_genome_BAC	yes	yes
1_CP011131_1_Lysobacter_gummosus_strain_3_2_11__complete_genome_BAC	yes	yes
1_CP011158_1_Moraxella_ovis_strain_199_55__complete_genome_BAC	yes	yes
1_CP011232_1_Kosmotoga_pacifica_strain_SLHLJ1__complete_genome_BAC	yes	yes
1_CP011253_3_Pandoraea_oxalativorans_strain_DSM_23570__complete_genome_BAC	yes	yes
1_CP011254_1_Serratia_fonticola_strain_DSM_4576__complete_genome_BAC	yes	yes
1_CP011256_1_Xanthomonas_arboricola_strain_17__complete_genome_BAC	yes	yes
1_CP011265_1_Verrucomicrobia_bacterium_IMCC26134__complete_genome_BAC	yes	yes
1_CP011269_1_Mycobacterium_fortuitum_strain_CT6__complete_genome_BAC	yes	yes
1_CP011280_1_Sneathia_amnii_strain_SN35__complete_genome_BAC	yes	yes
1_CP011307_1_Intestinimonas_butyriciproducens_strain_AF211__complete_genome_BAC	yes	yes
1_CP011308_1_Sulfurovum_lithotrophicum_strain_ATCC_BAA_797__complete_genome_BAC	yes	yes
1_CP011310_1_Erythrobacter_atlanticus_strain_s21_N3__complete_genome_BAC	yes	yes
1_CP011312_1_Corynebacterium_kutscheri_strain_DSM_20755__complete_genome_BAC	yes	yes
1_CP011339_1_Microcystis_panniformis_FACHB_1757__complete_genome_BAC	yes	yes
1_CP011340_1_Streptomyces_pristinaespiralis_strain_HCCB_10218__complete_genome_BAC	yes	yes
1_CP011341_1_Rhodococcus_aetherivorans_strain_IcdP1__complete_genome_BAC	yes	yes
1_CP011361_3_Salimicrobium_jeotgali_strain_MJ3__complete_genome_BAC	yes	yes
1_CP011126_1_Coxiella_like_endosymbiont_strain_CRt__complete_genome_BAC	yes	yes
1_CP011125_1_Sandaracinus_amylolyticus_strain_DSM_53668__complete_genome_BAC	yes	yes
1_CP011112_1_Luteipulveratus_mongoliensis_strain_MN07_A0370_genome_BAC	yes	yes
1_CP011028_1_Pseudoalteromonas_espejiana_strain_ATCC_29659_chromosome_I__complete_sequence_BAC	yes	yes
1_CP010904_1_Kiritimatiella_glycovorans_strain_L21_Fru_AB_chromosome__complete_genome_BAC	yes	yes
1_CP010975_1_Kangiella_geojedonensis_strain_YCS_5__complete_genome_BAC	yes	yes
1_CP010978_1_Pelosinus_fermentans_JBW45__complete_genome_BAC	yes	yes
1_CP011008_1_Bacillus_simplex_strain_SH_B26__complete_genome_BAC	yes	yes
1_CP011011_1_Pseudoalteromonas_agarivorans_DSM_14585_chromosome_I__complete_sequence_BAC	yes	yes
1_CP011021_1_Mycoplasma_gallinaceum_strain_B2096_8B__complete_genome_BAC	yes	yes
1_CP011025_1_Pseudoalteromonas_arctica_A_37_1_2_chromosome_I__complete_sequence_BAC	yes	yes
1_CP011032_1_Pseudoalteromonas_tunicata_strain_D2_chromosome_I__complete_sequence_BAC	yes	yes
1_CP011071_1_Muricauda_lutaonensis_strain_CC_HSB_11__complete_genome_BAC	yes	yes
1_CP011034_1_Pseudoalteromonas_translucida_KMM_520_chromosome_I__complete_sequence_BAC	yes	yes
1_CP011036_1_Pseudoalteromonas_nigrifaciens_strain_KMM_661_chromosome_I__complete_sequence_BAC	yes	yes
1_CP011039_1_Pseudoalteromonas_spongiae_UST010723_006_chromosome_I__complete_sequence_BAC	yes	yes
1_CP011041_1_Pseudoalteromonas_tetraodonis_strain_GFC_chromosome_I__complete_sequence_BAC	yes	yes
1_CP011058_1_Paenibacillus_beijingensis_strain_DSM_24997__complete_genome_BAC	yes	yes
1_CP011059_1_Elizabethkingia_miricola_strain_BM10__complete_genome_BAC	yes	yes
1_CP011060_1_Borrelia_hermsii_CC1__complete_genome_BAC	yes	yes
1_CP011366_1_Salinicoccus_halodurans_strain_H3B36__complete_genome_BAC	yes	yes
1_CP011367_1_Thioalkalivibrio_versutus_strain_D301__complete_genome_BAC	yes	yes
1_CP011368_1_Mycoplasma_canis_strain_LV__complete_genome_BAC	yes	yes
1_CP011804_1_Clostridium_carboxidivorans_P7_plasmid__complete_sequence_BAC	yes	yes
1_CP011542_1_Corynebacterium_mustelae_strain_DSM_45274__complete_genome_BAC	yes	yes
1_CP011545_1_Corynebacterium_testudinoris_strain_DSM_44614__complete_genome_BAC	yes	yes
1_CP011546_1_Corynebacterium_uterequi_strain_DSM_45634__complete_genome_BAC	yes	yes
1_CP011770_1_Croceicoccus_naphthovorans_strain_PQ_2__complete_genome_BAC	yes	yes
1_CP011786_1_Bifidobacterium_actinocoloniiforme_DSM_22766__complete_genome_BAC	yes	yes
1_CP011797_1_Reinekea_forsetii_strain_Hel1_31_D35__complete_genome_BAC	yes	yes
1_CP011801_1_Nitrospira_moscoviensis_strain_NSP_M_1__complete_genome_BAC	yes	yes
1_CP011805_1_Altererythrobacter_marensis_strain_KCTC_22370__complete_genome_BAC	yes	yes
1_CP011533_1_Streptomyces_noursei_ATCC_11455__complete_genome_BAC	yes	yes
1_CP011807_3_Pandoraea_faecigallinarum_strain_DSM_23572__complete_genome_BAC	yes	yes
1_CP011849_2_Piscirickettsia_salmonis_strain_LF_89__complete_genome_BAC	yes	yes
1_CP011853_1_Gordonia_phthalatica_strain_QH_11__complete_genome_BAC	yes	yes
1_1_1_11	yes	yes
1_CP011856_1_Spiroplasma_eriocheiris_strain_DSM_21848__complete_genome_BAC	yes	yes
1_CP011883_2_Mycobacterium_haemophilum_DSM_44634_strain_ATCC_29548__complete_genome_BAC	yes	yes
1_CP011970_1_Peptoclostridium_phage_phiCDIF1296T_strain_DSM_1296__complete_sequence_BAC	yes	yes
1_CP011541_1_Corynebacterium_epidermidicanis_strain_DSM_45586__complete_genome_BAC	yes	yes
1_CP011530_1_Mycobacterium_immunogenum_strain_CCUG_47286__complete_genome_BAC	yes	yes
1_CP011374_1_Moraxella_bovoculi_strain_58069__complete_genome_BAC	yes	yes
1_CP011451_1_Nitrosomonas_communis_strain_Nm2__complete_genome_BAC	yes	yes
1_CP011387_1_Deinococcus_puniceus_strain_DY1__complete_genome_BAC	yes	yes
1_CP011388_1_Paenibacillus_swuensis_strain_DY6__complete_genome_BAC	yes	yes
1_CP011390_1_Flavisolibacter_tropicus_strain_LCS9__complete_genome_BAC	yes	yes
1_CP011391_1_Faecalibaculum_rodentium_strain_Alo17__complete_genome_BAC	yes	yes
1_CP011402_1_Denitrobacterium_detoxificans_strain_NPOH1__complete_genome_BAC	yes	yes
1_CP011409_1_Herbaspirillum_hiltneri_N3__complete_genome_BAC	yes	yes
1_CP011412_1_Sedimenticola_thiotaurini_strain_SIP_G1_chromosome__complete_genome_BAC	yes	yes
1_CP011452_2_Altererythrobacter_atlanticus_strain_26DY36__complete_genome_BAC	yes	yes
1_CP011512_1_Paenibacillus_peoriae_strain_HS311__complete_genome_BAC	yes	yes
1_CP011454_1_Gemmatimonas_phototrophica_strain_AP64__complete_genome_BAC	yes	yes
1_CP011489_1_Actinobacteria_bacterium_IMCC26256__complete_genome_BAC	yes	yes
1_CP011491_1_Mycobacterium_vaccae_95051__complete_genome_BAC	yes	yes
1_CP011494_1_Marinobacter_psychrophilus_strain_20041__complete_genome_BAC	yes	yes
1_CP011502_1_Aeromicrobium_erythreum_strain_AR18__complete_genome_BAC	yes	yes
1_CP011503_1_Burkholderia_pyrrocinia_strain_DSM_10685_chromosome_1__complete_sequence_BAC	yes	yes
1_CP011509_1_Archangium_gephyra_strain_DSM_2261__complete_genome_BAC	yes	yes
1_CP006896_1_Brucella_ceti_TE10759_12_chromosome_1__complete_sequence_BAC	yes	yes
1_CP006863_1_Bacillus_toyonensis_BCT_7112__complete_genome_BAC	yes	yes
1_CP002346_1_Riemerella_anatipestifer_DSM_15868__complete_genome_BAC	yes	yes
1_CP002738_1_Methylomonas_methanica_MC09__complete_genome_BAC	yes	yes
1_CP002859_1_Runella_slithyformis_DSM_19594__complete_genome_BAC	yes	yes
1_CP002868_1_Treponema_caldarium_DSM_7334__complete_genome_BAC	yes	yes
1_CP002869_1_Paenibacillus_mucilaginosus_KNP414__complete_genome_BAC	yes	yes
1_CP002874_1_Brachyspira_intermedia_PWS_A__complete_genome_BAC	yes	yes
1_CP002877_1_Cupriavidus_necator_N_1_chromosome_1__complete_sequence_BAC	yes	yes
1_CP002889_1_Streptococcus_phage_YMC_2011__complete_genome_BAC	yes	yes
1_CP002899_1_Weissella_koreensis_KACC_15510__complete_genome_BAC	yes	yes
1_CP002901_1_Sulfobacillus_acidophilus_TPY__complete_genome_BAC	yes	yes
1_CP002912_1_Rickettsia_heilongjiangensis_054__complete_genome_BAC	yes	yes
1_CP002917_1_Corynebacterium_variabile_DSM_44702__complete_genome_BAC	yes	yes
1_CP002919_1_Leptospirillum_ferriphilum_ML_04__complete_genome_BAC	yes	yes
1_CP002925_1_Streptococcus_pseudopneumoniae_IS7493__complete_genome_BAC	yes	yes
1_CP002933_1_Borrelia_afzelii_PKo__complete_genome_BAC	yes	yes
1_CP002955_1_Cyclobacterium_marinum_DSM_745__complete_genome_BAC	yes	yes
1_CP002959_1_Turneriella_parva_DSM_21527__complete_genome_BAC	yes	yes
1_CP002961_1_Emticicia_oligotrophica_DSM_17448__complete_genome_BAC	yes	yes
1_CP002972_1_Phaeobacter_inhibens_2_10_chromosome__complete_genome_BAC	yes	yes
1_CP002858_1_Flexistipes_sinusarabici_DSM_4947__complete_genome_BAC	yes	yes
1_CP002857_1_Corynebacterium_resistens_DSM_45100__complete_genome_BAC	yes	yes
1_CP002843_1_Streptococcus_parasanguinis_ATCC_15912__complete_genome_BAC	yes	yes
1_CP002786_1_Hoyosella_subflava_DQS3_9A1_chromosome__complete_genome_BAC	yes	yes
1_CP002743_1_Bifidobacterium_breve_ACS_071_V_Sch8b__complete_genome_BAC	yes	yes
1_CP002745_1_Collimonas_fungivorans_Ter331__complete_genome_BAC	yes	yes
1_CP002746_1_Borreliella_bissettii_DN127_chromosome__complete_genome_BAC	yes	yes
1_CP002770_1_Desulfotomaculum_kuznetsovii_DSM_6115__complete_genome_BAC	yes	yes
1_CP002771_1_Marinomonas_posidonica_IVIA_Po_181__complete_genome_BAC	yes	yes
1_CP002776_1_Thioalkalimicrobium_cyclicum_ALM1__complete_genome_BAC	yes	yes
1_CP002780_1_Desulfotomaculum_ruminis_DSM_2154__complete_genome_BAC	yes	yes
1_CP002790_1_Corynebacterium_ulcerans_809__complete_genome_BAC	yes	yes
1_CP002835_1_Parageobacillus_thermoglucosidasius_C56_YS93_chromosome__complete_genome_BAC	yes	yes
1_CP002798_1_Sphingobium_chlorophenolicum_L_1_chromosome_1__complete_sequence_BAC	yes	yes
1_CP002801_1_Frankia_symbiont_of_Datisca_glomerata__complete_genome_BAC	yes	yes
1_CP002808_1_Mycoplasma_haemofelis_Ohio2__complete_genome_BAC	yes	yes
1_CP002810_1_Isoptericola_variabilis_225__complete_genome_BAC	yes	yes
1_CP002829_1_Thermodesulfobacterium_geofontis_OPF15__complete_genome_BAC	yes	yes
1_CP002830_1_Myxococcus_macrosporus_strain_HW_1__complete_genome_BAC	yes	yes
1_CP002831_1_Saprospira_grandis_str__Lewin__complete_genome_BAC	yes	yes
1_CP002985_1_Acidithiobacillus_ferrivorans_SS3__complete_genome_BAC	yes	yes
1_CP002987_1_Acetobacterium_woodii_DSM_1030__complete_genome_BAC	yes	yes
1_CP002991_1_Thermoanaerobacter_wiegelii_Rt8_B1__complete_genome_BAC	yes	yes
1_CP003156_1_Owenweeksia_hongkongensis_DSM_17368__complete_genome_BAC	yes	yes
1_CP003125_1_Geobacillus_thermoleovorans_CCB_US3_UF5__complete_genome_BAC	yes	yes
1_CP003130_1_Granulicella_mallensis_MP5ACTX8__complete_genome_BAC	yes	yes
1_CP003137_1_Pediococcus_claussenii_ATCC_BAA_344__complete_genome_BAC	yes	yes
1_CP003151_1_Borrelia_garinii_BgVir_chromosome_linear__complete_sequence_BAC	yes	yes
1_CP003153_1_Dechlorosoma_suillum_PS__complete_genome_BAC	yes	yes
1_CP003154_1_Thiocystis_violascens_DSM_198__complete_genome_BAC	yes	yes
1_CP003155_1_Sphaerochaeta_pleomorpha_str__Grapes__complete_genome_BAC	yes	yes
1_CP003169_1_Mycobacterium_rhodesiae_NBB3__complete_genome_BAC	yes	yes
1_CP003123_1_Bartonella_australis_Aust_NH1__complete_genome_BAC	yes	yes
1_CP003178_1_Niastella_koreensis_GR20_10__complete_genome_BAC	yes	yes
1_CP003184_1_Thermoanaerobacterium_saccharolyticum_JW_SL_YS485__complete_genome_BAC	yes	yes
1_CP003186_1_Thermoanaerobacterium_phage_THSA_485A__complete_genome_BAC	yes	yes
1_CP003191_1_Tannerella_forsythia_92A2__complete_genome_BAC	yes	yes
1_CP003198_1_Acetomicrobium_mobile_DSM_13181_chromosome__complete_genome_BAC	yes	yes
1_CP003199_1_Mycoplasma_haemocanis_str__Illinois__complete_genome_BAC	yes	yes
1_CP003218_1_Klebsiella_michiganensis_strain_KCTC_1686__complete_genome_BAC	yes	yes
1_CP003124_1_Bartonella_vinsonii_subsp__berkhoffii_str__Winnie__complete_genome_BAC	yes	yes
1_CP003119_1_Gordonia_polyisoprenivorans_VH2__complete_genome_BAC	yes	yes
1_CP002994_1_Streptomyces_violaceusniger_Tu_4113_chromosome__complete_genome_BAC	yes	yes
1_CP003053_1_Mycobacterium_chubuense_NBB4__complete_genome_BAC	yes	yes
1_CP002999_1_Muricauda_ruestringensis_DSM_13258__complete_genome_BAC	yes	yes
1_CP003001_1_Caldicellulosiruptor_lactoaceticus_6A__complete_genome_BAC	yes	yes
1_CP003021_1_Mycoplasma_putrefaciens_KS1__complete_genome_BAC	yes	yes
1_CP003025_1_Streptococcus_lutetiensis_033__complete_genome_BAC	yes	yes
1_CP003032_1_Lactobacillus_ruminis_ATCC_27782__complete_genome_BAC	yes	yes
1_CP003040_1_Roseburia_hominis_A2_183__complete_genome_BAC	yes	yes
1_CP003051_1_Thioflavicoccus_mobilis_8321__complete_genome_BAC	yes	yes
1_CP003058_1_Acidaminococcus_intestini_RyC_MR95__complete_genome_BAC	yes	yes
1_CP003108_1_Desulfosporosinus_orientis_DSM_765__complete_genome_BAC	yes	yes
1_CP003059_1_Taylorella_asinigenitalis_MCE3__complete_genome_BAC	yes	yes
1_CP003060_1_Glaciecola_nitratireducens_FR1064__complete_genome_BAC	yes	yes
1_CP003063_1_Exiguobacterium_antarcticum_B7__complete_genome_BAC	yes	yes
1_CP003075_1_Pelagibacterium_halotolerans_B2__complete_genome_BAC	yes	yes
1_CP003093_2_Pseudoxanthomonas_spadix_BD_a59__complete_genome_BAC	yes	yes
1_CP003096_1_Thermovirga_lienii_DSM_17291__complete_genome_BAC	yes	yes
1_CP003107_1_Paenibacillus_terrae_HPL_003__complete_genome_BAC	yes	yes
1_CP002739_1_Thermoanaerobacterium_xylanolyticum_LX_11__complete_genome_BAC	yes	yes
1_CP002736_1_Desulfotomaculum_nigrificans_CO_1_SRB_chromosome__complete_genome_BAC	yes	yes
1_CP003222_2_Flavobacterium_columnare_ATCC_49512__complete_genome_BAC	yes	yes
1_CP002734_1_Pseudopropionibacterium_propionicum_F0230a_chromosome__complete_genome_BAC	yes	yes
1_CP002446_1_Pseudoxanthomonas_suwonensis_11_1__complete_genome_BAC	yes	yes
1_CP002447_1_Mesorhizobium_ciceri_biovar_biserrulae_WSM1271__complete_genome_BAC	yes	yes
1_CP002449_1_Alicycliphilus_denitrificans_BC__complete_genome_BAC	yes	yes
1_CP002452_1_Nitratifractor_salsuginis_DSM_16511__complete_genome_BAC	yes	yes
1_CP002453_1_Cellulophaga_algicola_DSM_14237__complete_genome_BAC	yes	yes
1_CP002454_1_Deinococcus_maricopensis_DSM_21211__complete_genome_BAC	yes	yes
1_CP002455_1_Weeksella_virosa_DSM_16922__complete_genome_BAC	yes	yes
1_CP002456_1_Taylorella_equigenitalis_MCE9__complete_genome_BAC	yes	yes
1_CP002461_1_Lactobacillus_sanfranciscensis_TMW_1_1304__complete_genome_BAC	yes	yes
1_CP002466_1_Thermoanaerobacter_brockii_subsp__finnii_Ako_1__complete_genome_BAC	yes	yes
1_CP002467_1_Terriglobus_saanensis_SP1PR4__complete_genome_BAC	yes	yes
1_CP002471_1_Streptococcus_parauberis_KCTC_11537__complete_genome_BAC	yes	yes
1_CP002475_1_Streptomyces_pratensis_ATCC_33331__complete_genome_BAC	yes	yes
1_CP002480_1_Granulicella_tundricola_MP5ACTX9__complete_genome_BAC	yes	yes
1_CP002495_1_Enterococcus_phage_EF62phi__complete_genome_BAC	yes	yes
1_CP002514_1_Chloracidobacterium_thermophilum_B_chromosome_1__complete_sequence_BAC	yes	yes
1_CP002521_1_Acidovorax_avenae_subsp__avenae_ATCC_19860__complete_genome_BAC	yes	yes
1_CP002444_1_Thermovibrio_ammonificans_HB_1__complete_genome_BAC	yes	yes
1_CP002432_1_Desulfurispirillum_indicum_S5__complete_genome_BAC	yes	yes
1_CP002428_1_Rickettsia_slovaca_13_B__complete_genome_BAC	yes	yes
1_CP002361_1_Oceanithermus_profundus_DSM_14977__complete_genome_BAC	yes	yes
1_CP002347_1_Calditerrivibrio_nitroreducens_DSM_19672__complete_genome_BAC	yes	yes
1_CP002349_1_Marivirga_tractuosa_DSM_4126__complete_genome_BAC	yes	yes
1_CP002351_1_Pseudothermotoga_thermarum_DSM_5069_chromosome__complete_genome_BAC	yes	yes
1_CP002352_1_Bacteroides_helcogenes_P_36_108__complete_genome_BAC	yes	yes
1_CP002353_1_Isosphaera_pallida_ATCC_43644__complete_genome_BAC	yes	yes
1_CP002355_1_Sulfuricurvum_kujiense_DSM_16994__complete_genome_BAC	yes	yes
1_CP002360_1_Mahella_australiensis_50_1_BON__complete_genome_BAC	yes	yes
1_CP002364_1_Desulfobulbus_propionicus_DSM_2032__complete_genome_BAC	yes	yes
1_CP002403_1_Ruminococcus_albus_7__complete_genome_BAC	yes	yes
1_CP002377_1_Vibrio_furnissii_NCTC_11218_chromosome_1__complete_sequence_BAC	yes	yes
1_CP002379_1_Pseudarthrobacter_phenanthrenivorans_Sphe3_chromosome__complete_genome_BAC	yes	yes
1_CP002382_1_Micavibrio_aeruginosavorus_ARL_13__complete_genome_BAC	yes	yes
1_CP002390_1_Filifactor_alocis_ATCC_35896__complete_genome_BAC	yes	yes
1_CP002394_1_Bacillus_cellulosilyticus_DSM_2522__complete_genome_BAC	yes	yes
1_CP002395_1_Asticcacaulis_excentricus_CB_48_chromosome_1__complete_sequence_BAC	yes	yes
1_CP002400_1_Ethanoligenens_harbinense_YUAN_3__complete_genome_BAC	yes	yes
1_CP002525_1_Mycoplasma_suis_str__Illinois__complete_genome_BAC	yes	yes
1_CP002530_1_Bacteroides_salanitronis_DSM_18170__complete_genome_BAC	yes	yes
1_CP002534_1_Cellulophaga_lytica_DSM_7489__complete_genome_BAC	yes	yes
1_CP002665_1_Cellulomonas_gilvus_ATCC_13127_chromosome__complete_genome_BAC	yes	yes
1_CP002629_1_Desulfobacca_acetoxidans_DSM_11109__complete_genome_BAC	yes	yes
1_CP002630_1_Marinithermus_hydrothermalis_DSM_14884__complete_genome_BAC	yes	yes
1_CP002631_1_Treponema_succinifaciens_DSM_2489__complete_genome_BAC	yes	yes
1_CP002637_1_Selenomonas_sputigena_ATCC_35185__complete_genome_BAC	yes	yes
1_CP002638_1_Verrucosispora_maris_AB_18_032__complete_genome_BAC	yes	yes
1_CP002652_1_Lactobacillus_buchneri_NRRL_B_30929__complete_genome_BAC	yes	yes
